rodada,data,mandante,visitante,vencedor,mandante_gols,visitante_gols
14,2020-10-07,Botafogo-RJ,Palmeiras,Botafogo-RJ,2,1
14,2020-10-07,Fortaleza,Atletico-MG,Fortaleza,2,1
14,2020-10-08,Athletico-PR,Ceara,-,0,0
14,2020-10-08,Bragantino,Internacional,Internacional,0,2
15,2020-10-10,Vasco,Flamengo,Flamengo,1,2
15,2020-10-10,Coritiba,Fortaleza,-,0,0
15,2020-10-10,Palmeiras,Sao Paulo,Sao Paulo,0,2
15,2020-10-10,Atletico-MG,Goias,Atletico-MG,3,0
15,2020-10-11,Fluminense,Bahia,Fluminense,1,0
15,2020-10-11,Santos,Gremio,Santos,2,1
15,2020-10-11,Atletico-GO,Bragantino,Atletico-GO,2,1
15,2020-10-11,Sport,Botafogo-RJ,Botafogo-RJ,1,2
15,2020-10-11,Ceara,Corinthians,Ceara,2,1
15,2020-10-11,Internacional,Athletico-PR,Internacional,2,1
11,2020-10-13,Flamengo,Goias,Flamengo,2,1
16,2020-10-14,Palmeiras,Coritiba,Coritiba,1,3
16,2020-10-14,Gremio,Botafogo-RJ,Gremio,3,1
16,2020-10-14,Santos,Atletico-GO,Atletico-GO,0,1
16,2020-10-14,Athletico-PR,Corinthians,Corinthians,0,1
16,2020-10-14,Atletico-MG,Fluminense,-,1,1
16,2020-10-14,Sport,Internacional,Internacional,3,5
16,2020-10-15,Flamengo,Bragantino,-,1,1
16,2020-10-16,Goias,Bahia,-,1,1
17,2020-10-17,Atletico-GO,Athletico-PR,-,1,1
17,2020-10-17,Coritiba,Santos,Santos,1,2
17,2020-10-17,Fluminense,Ceara,-,2,2
17,2020-10-17,Sao Paulo,Gremio,-,0,0
17,2020-10-18,Corinthians,Flamengo,Flamengo,1,5
17,2020-10-18,Internacional,Vasco,Internacional,2,0
17,2020-10-18,Fortaleza,Palmeiras,Fortaleza,2,0
17,2020-10-18,Bragantino,Sport,Bragantino,2,0
17,2020-10-19,Bahia,Atletico-MG,Bahia,3,1
17,2020-10-19,Botafogo-RJ,Goias,-,0,0
18,2020-10-21,Vasco,Corinthians,Corinthians,1,2
18,2020-10-24,Atletico-MG,Sport,-,0,0
18,2020-10-24,Bragantino,Goias,Bragantino,2,0
18,2020-10-24,Ceara,Coritiba,Ceara,2,1
18,2020-10-25,Atletico-GO,Palmeiras,Palmeiras,0,3
18,2020-10-25,Fluminense,Santos,Fluminense,3,1
18,2020-10-25,Athletico-PR,Gremio,Gremio,1,2
18,2020-10-25,Internacional,Flamengo,-,2,2
19,2020-10-31,Botafogo-RJ,Ceara,-,2,2
19,2020-10-31,Coritiba,Atletico-GO,Coritiba,1,0
19,2020-10-31,Corinthians,Internacional,Corinthians,1,0
19,2020-10-31,Fortaleza,Fluminense,Fluminense,0,1
19,2020-11-01,Flamengo,Sao Paulo,Sao Paulo,1,4
19,2020-11-01,Sport,Athletico-PR,Sport,1,0
19,2020-11-01,Santos,Bahia,Santos,3,1
19,2020-11-01,Goias,Vasco,-,1,1
19,2020-11-02,Palmeiras,Atletico-MG,Palmeiras,3,0
19,2020-11-02,Gremio,Bragantino,Gremio,2,1
20,2020-11-07,Athletico-PR,Fortaleza,Athletico-PR,2,1
20,2020-11-07,Sao Paulo,Goias,Sao Paulo,2,1
20,2020-11-07,Atletico-GO,Corinthians,-,1,1
20,2020-11-08,Internacional,Coritiba,-,2,2
20,2020-11-08,Vasco,Palmeiras,Palmeiras,0,1
20,2020-11-08,Atletico-MG,Flamengo,Atletico-MG,4,0
20,2020-11-08,Bahia,Botafogo-RJ,Bahia,1,0
20,2020-11-08,Bragantino,Santos,-,1,1
20,2020-11-08,Fluminense,Gremio,Gremio,0,1
20,2020-11-08,Ceara,Sport,-,0,0
18,2020-11-11,Bahia,Fortaleza,Bahia,2,1
21,2020-11-14,Sport,Vasco,Vasco,0,2
21,2020-11-14,Santos,Internacional,Santos,2,0
21,2020-11-14,Goias,Athletico-PR,Athletico-PR,0,1
21,2020-11-14,Fortaleza,Sao Paulo,Sao Paulo,2,3
21,2020-11-14,Gremio,Ceara,Gremio,4,2
21,2020-11-14,Corinthians,Atletico-MG,Atletico-MG,1,2
21,2020-11-14,Palmeiras,Fluminense,Palmeiras,2,0
21,2020-11-14,Flamengo,Atletico-GO,-,1,1
21,2020-11-16,Coritiba,Bahia,Bahia,1,2
21,2020-11-16,Botafogo-RJ,Bragantino,Bragantino,1,2
6,2020-11-18,Atletico-MG,Athletico-PR,Athletico-PR,0,2
16,2020-11-19,Vasco,Fortaleza,-,0,0
22,2020-11-20,Bragantino,Bahia,Bragantino,4,0
22,2020-11-21,Athletico-PR,Santos,Athletico-PR,1,0
22,2020-11-21,Flamengo,Coritiba,Flamengo,3,1
22,2020-11-21,Goias,Palmeiras,Goias,1,0
22,2020-11-22,Ceara,Atletico-MG,-,2,2
22,2020-11-22,Sao Paulo,Vasco,-,1,1
22,2020-11-22,Internacional,Fluminense,Fluminense,1,2
22,2020-11-22,Botafogo-RJ,Fortaleza,Fortaleza,1,2
22,2020-11-22,Corinthians,Gremio,-,0,0
22,2020-11-23,Sport,Atletico-GO,Atletico-GO,0,1
16,2020-11-25,Ceara,Sao Paulo,-,1,1
23,2020-11-25,Atletico-MG,Botafogo-RJ,Atletico-MG,2,1
23,2020-11-25,Coritiba,Corinthians,Corinthians,0,1
23,2020-11-26,Fortaleza,Goias,-,1,1
23,2020-11-28,Santos,Sport,Santos,4,2
23,2020-11-28,Palmeiras,Athletico-PR,Palmeiras,3,0
23,2020-11-28,Bahia,Sao Paulo,Sao Paulo,1,3
23,2020-11-28,Atletico-GO,Internacional,-,0,0
6,2020-11-30,Gremio,Goias,Gremio,2,1
23,2020-11-30,Vasco,Ceara,Ceara,1,4
23,2020-11-30,Fluminense,Bragantino,-,0,0
24,2020-12-02,Fortaleza,Corinthians,-,0,0
1,2020-12-03,Goias,Sao Paulo,Sao Paulo,0,3
24,2020-12-05,Botafogo-RJ,Flamengo,Flamengo,0,1
24,2020-12-05,Santos,Palmeiras,-,2,2
24,2020-12-05,Fluminense,Athletico-PR,Fluminense,3,1
24,2020-12-05,Bahia,Ceara,Ceara,0,2
24,2020-12-05,Coritiba,Bragantino,-,0,0
24,2020-12-06,Sao Paulo,Sport,Sao Paulo,1,0
24,2020-12-06,Gremio,Vasco,Gremio,4,0
24,2020-12-06,Atletico-MG,Internacional,-,2,2
24,2020-12-07,Atletico-GO,Goias,Goias,0,1
18,2020-12-09,Sao Paulo,Botafogo-RJ,Sao Paulo,4,0
25,2020-12-12,Athletico-PR,Atletico-MG,Atletico-MG,0,1
25,2020-12-12,Bragantino,Fortaleza,Bragantino,2,1
25,2020-12-12,Internacional,Botafogo-RJ,Internacional,2,1
25,2020-12-12,Palmeiras,Bahia,Palmeiras,3,0
25,2020-12-12,Goias,Gremio,-,0,0
25,2020-12-12,Ceara,Atletico-GO,Atletico-GO,1,2
25,2020-12-13,Flamengo,Santos,Flamengo,4,1
25,2020-12-13,Corinthians,Sao Paulo,Corinthians,1,0
25,2020-12-13,Sport,Coritiba,Sport,1,0
25,2020-12-13,Vasco,Fluminense,-,1,1
26,2020-12-16,Sao Paulo,Atletico-MG,Sao Paulo,3,0
26,2020-12-16,Atletico-GO,Fluminense,Atletico-GO,2,1
26,2020-12-19,Sport,Gremio,-,1,1
26,2020-12-19,Internacional,Palmeiras,Internacional,2,0
26,2020-12-19,Coritiba,Botafogo-RJ,Botafogo-RJ,1,2
26,2020-12-20,Vasco,Santos,Vasco,1,0
26,2020-12-20,Bragantino,Athletico-PR,Athletico-PR,0,1
26,2020-12-20,Flamengo,Bahia,Flamengo,4,3
26,2020-12-20,Fortaleza,Ceara,Ceara,0,2
26,2020-12-21,Corinthians,Goias,Corinthians,2,1
27,2020-12-26,Atletico-MG,Coritiba,Atletico-MG,2,0
27,2020-12-26,Goias,Sport,Goias,1,0
27,2020-12-26,Fortaleza,Flamengo,-,0,0
27,2020-12-26,Fluminense,Sao Paulo,Sao Paulo,1,2
27,2020-12-27,Botafogo-RJ,Corinthians,Corinthians,0,2
27,2020-12-27,Bahia,Internacional,Internacional,1,2
27,2020-12-27,Athletico-PR,Vasco,Athletico-PR,3,0
27,2020-12-27,Palmeiras,Bragantino,Palmeiras,1,0
27,2020-12-27,Santos,Ceara,-,1,1
27,2020-12-27,Gremio,Atletico-GO,Gremio,2,1
28,2021-01-06,Gremio,Bahia,Gremio,2,1
28,2021-01-06,Botafogo-RJ,Athletico-PR,Athletico-PR,0,2
28,2021-01-06,Sport,Fortaleza,Sport,1,0
28,2021-01-06,Coritiba,Goias,Goias,1,2
28,2021-01-06,Flamengo,Fluminense,Fluminense,1,2
28,2021-01-06,Bragantino,Sao Paulo,Bragantino,4,2
28,2021-01-07,Ceara,Internacional,Internacional,0,2
28,2021-01-07,Atletico-GO,Vasco,-,0,0
29,2021-01-09,Coritiba,Athletico-PR,-,0,0
29,2021-01-09,Sport,Palmeiras,Palmeiras,0,1
29,2021-01-09,Fortaleza,Gremio,-,0,0
29,2021-01-10,Sao Paulo,Santos,Santos,0,1
29,2021-01-10,Flamengo,Ceara,Ceara,0,2
29,2021-01-10,Atletico-GO,Bahia,-,1,1
29,2021-01-10,Internacional,Goias,Internacional,1,0
29,2021-01-10,Vasco,Botafogo-RJ,Vasco,3,0
29,2021-01-11,Bragantino,Atletico-MG,-,2,2
29,2021-01-13,Corinthians,Fluminense,Corinthians,5,0
30,2021-01-15,Palmeiras,Gremio,-,1,1
30,2021-01-16,Fluminense,Sport,Fluminense,1,0
30,2021-01-16,Vasco,Coritiba,Coritiba,0,1
30,2021-01-17,Athletico-PR,Sao Paulo,-,1,1
30,2021-01-17,Santos,Botafogo-RJ,Santos,2,1
30,2021-01-17,Atletico-MG,Atletico-GO,Atletico-MG,3,1
30,2021-01-17,Ceara,Bragantino,Bragantino,1,2
30,2021-01-17,Internacional,Fortaleza,Internacional,4,2
28,2021-01-18,Palmeiras,Corinthians,Palmeiras,4,0
30,2021-01-18,Goias,Flamengo,Flamengo,0,3
31,2021-01-20,Botafogo-RJ,Atletico-GO,Atletico-GO,1,3
31,2021-01-20,Bahia,Athletico-PR,Bahia,1,0
31,2021-01-20,Gremio,Atletico-MG,-,1,1
31,2021-01-20,Coritiba,Fluminense,-,3,3
31,2021-01-20,Bragantino,Vasco,Bragantino,4,1
31,2021-01-20,Sao Paulo,Internacional,Internacional,1,5
31,2021-01-21,Flamengo,Palmeiras,Flamengo,2,0
31,2021-01-21,Fortaleza,Santos,Fortaleza,2,0
31,2021-01-21,Goias,Ceara,Ceara,0,4
31,2021-01-21,Corinthians,Sport,Corinthians,3,0
32,2021-01-23,Sao Paulo,Coritiba,-,1,1
32,2021-01-23,Vasco,Atletico-MG,Vasco,3,2
32,2021-01-24,Internacional,Gremio,Internacional,2,1
32,2021-01-24,Ceara,Palmeiras,Ceara,2,1
32,2021-01-24,Athletico-PR,Flamengo,Athletico-PR,2,1
32,2021-01-24,Sport,Bahia,Sport,2,0
32,2021-01-24,Santos,Goias,Goias,3,4
32,2021-01-24,Atletico-GO,Fortaleza,Atletico-GO,2,0
32,2021-01-24,Fluminense,Botafogo-RJ,Fluminense,2,0
32,2021-01-25,Corinthians,Bragantino,Bragantino,0,2
1,2021-01-26,Palmeiras,Vasco,-,1,1
28,2021-01-26,Atletico-MG,Santos,Atletico-MG,2,0
23,2021-01-28,Gremio,Flamengo,Flamengo,2,4
30,2021-01-28,Bahia,Corinthians,Bahia,2,1
33,2021-01-31,Atletico-GO,Sao Paulo,Atletico-GO,2,1
33,2021-01-31,Vasco,Bahia,-,0,0
33,2021-01-31,Ceara,Athletico-PR,Athletico-PR,0,2
33,2021-01-31,Coritiba,Gremio,-,1,1
33,2021-01-31,Atletico-MG,Fortaleza,Atletico-MG,2,0
33,2021-01-31,Internacional,Bragantino,Internacional,2,1
33,2021-01-31,Fluminense,Goias,Fluminense,3,0
33,2021-02-01,Sport,Flamengo,Flamengo,0,3
33,2021-02-02,Palmeiras,Botafogo-RJ,-,1,1
34,2021-02-03,Gremio,Santos,-,3,3
34,2021-02-03,Bragantino,Atletico-GO,Bragantino,2,0
34,2021-02-03,Corinthians,Ceara,Corinthians,2,1
34,2021-02-03,Goias,Atletico-MG,Goias,1,0
34,2021-02-03,Bahia,Fluminense,Fluminense,0,1
34,2021-02-04,Fortaleza,Coritiba,Fortaleza,3,1
34,2021-02-04,Flamengo,Vasco,Flamengo,2,0
34,2021-02-04,Athletico-PR,Internacional,-,0,0
34,2021-02-05,Botafogo-RJ,Sport,Sport,0,1
35,2021-02-06,Bahia,Goias,-,3,3
35,2021-02-06,Atletico-GO,Santos,-,1,1
35,2021-02-07,Bragantino,Flamengo,-,1,1
35,2021-02-08,Botafogo-RJ,Gremio,Gremio,2,5
35,2021-02-10,Internacional,Sport,Sport,1,2
35,2021-02-10,Fortaleza,Vasco,Fortaleza,3,0
35,2021-02-10,Sao Paulo,Ceara,-,1,1
35,2021-02-10,Fluminense,Atletico-MG,-,0,0
35,2021-02-10,Corinthians,Athletico-PR,-,3,3
36,2021-02-13,Goias,Botafogo-RJ,Goias,2,0
36,2021-02-13,Atletico-MG,Bahia,-,1,1
36,2021-02-13,Santos,Coritiba,Santos,2,0
36,2021-02-14,Flamengo,Corinthians,Flamengo,2,1
36,2021-02-14,Vasco,Internacional,Internacional,0,2
36,2021-02-14,Athletico-PR,Atletico-GO,Athletico-PR,2,1
36,2021-02-14,Palmeiras,Fortaleza,Palmeiras,3,0
36,2021-02-14,Gremio,Sao Paulo,Sao Paulo,1,2
36,2021-02-15,Ceara,Fluminense,Fluminense,1,3
36,2021-02-15,Sport,Bragantino,-,0,0
33,2021-02-17,Santos,Corinthians,Santos,1,0
35,2021-02-17,Coritiba,Palmeiras,Coritiba,1,0
34,2021-02-19,Sao Paulo,Palmeiras,-,1,1
37,2021-02-20,Coritiba,Ceara,Ceara,0,2
37,2021-02-20,Fortaleza,Bahia,Bahia,0,4
37,2021-02-21,Corinthians,Vasco,-,0,0
37,2021-02-21,Sport,Atletico-MG,Atletico-MG,2,3
37,2021-02-21,Flamengo,Internacional,Flamengo,2,1
37,2021-02-21,Santos,Fluminense,-,1,1
37,2021-02-21,Gremio,Athletico-PR,Gremio,1,0
37,2021-02-21,Goias,Bragantino,-,0,0
37,2021-02-22,Palmeiras,Atletico-GO,-,1,1
37,2021-02-22,Botafogo-RJ,Sao Paulo,Botafogo-RJ,1,0
38,2021-02-25,Vasco,Goias,Vasco,3,2
38,2021-02-25,Bragantino,Gremio,Bragantino,1,0
38,2021-02-25,Bahia,Santos,Bahia,2,0
38,2021-02-25,Athletico-PR,Sport,Athletico-PR,2,0
38,2021-02-25,Atletico-GO,Coritiba,Atletico-GO,3,1
38,2021-02-25,Ceara,Botafogo-RJ,Ceara,2,1
38,2021-02-25,Atletico-MG,Palmeiras,Atletico-MG,2,0
38,2021-02-25,Fluminense,Fortaleza,Fluminense,2,0
38,2021-02-25,Internacional,Corinthians,-,0,0
38,2021-02-25,Sao Paulo,Flamengo,Sao Paulo,2,1
1,2021-05-29,Cuiaba,Juventude,-,2,2
1,2021-05-29,Bahia,Santos,Bahia,3,0
1,2021-05-29,Sao Paulo,Fluminense,-,0,0
1,2021-05-30,Atletico-MG,Fortaleza,Fortaleza,1,2
1,2021-05-30,Ceara,Gremio,Ceara,3,2
1,2021-05-30,Flamengo,Palmeiras,Flamengo,1,0
1,2021-05-30,Chapecoense,Bragantino,Bragantino,0,3
1,2021-05-30,Corinthians,Atletico-GO,Atletico-GO,0,1
1,2021-05-30,Athletico-PR,America-MG,Athletico-PR,1,0
1,2021-05-30,Internacional,Sport,-,2,2
2,2021-06-05,Atletico-GO,Sao Paulo,Atletico-GO,2,0
2,2021-06-05,Santos,Ceara,Santos,3,1
2,2021-06-05,Bragantino,Bahia,-,3,3
2,2021-06-06,Fluminense,Cuiaba,Fluminense,1,0
2,2021-06-06,America-MG,Corinthians,Corinthians,0,1
2,2021-06-06,Fortaleza,Internacional,Fortaleza,5,1
2,2021-06-06,Palmeiras,Chapecoense,Palmeiras,3,1
2,2021-06-06,Juventude,Athletico-PR,Athletico-PR,0,3
2,2021-06-06,Sport,Atletico-MG,Atletico-MG,0,1
3,2021-06-12,Santos,Juventude,-,0,0
3,2021-06-12,Palmeiras,Corinthians,-,1,1
3,2021-06-13,Atletico-MG,Sao Paulo,Atletico-MG,1,0
3,2021-06-13,Gremio,Athletico-PR,Athletico-PR,0,1
3,2021-06-13,Flamengo,America-MG,Flamengo,2,0
3,2021-06-13,Fortaleza,Sport,Fortaleza,1,0
3,2021-06-13,Chapecoense,Ceara,-,0,0
3,2021-06-13,Bahia,Internacional,Internacional,0,1
3,2021-06-13,Bragantino,Fluminense,-,2,2
4,2021-06-16,Internacional,Atletico-MG,Atletico-MG,0,1
4,2021-06-16,Sao Paulo,Chapecoense,-,1,1
4,2021-06-16,Corinthians,Bragantino,Bragantino,1,2
4,2021-06-16,Juventude,Palmeiras,Palmeiras,0,3
4,2021-06-17,Ceara,Bahia,Bahia,1,2
4,2021-06-17,America-MG,Cuiaba,-,0,0
4,2021-06-17,Atletico-GO,Fortaleza,-,0,0
4,2021-06-17,Fluminense,Santos,Fluminense,1,0
4,2021-06-17,Sport,Gremio,Sport,1,0
5,2021-06-19,Flamengo,Bragantino,Bragantino,2,3
5,2021-06-20,Palmeiras,America-MG,Palmeiras,2,1
5,2021-06-20,Bahia,Corinthians,-,0,0
5,2021-06-20,Internacional,Ceara,-,1,1
5,2021-06-20,Athletico-PR,Atletico-GO,Athletico-PR,2,1
5,2021-06-20,Fortaleza,Fluminense,-,1,1
5,2021-06-20,Santos,Sao Paulo,Santos,2,0
5,2021-06-20,Juventude,Sport,Juventude,1,0
5,2021-06-21,Atletico-MG,Chapecoense,-,1,1
6,2021-06-23,Sao Paulo,Cuiaba,-,2,2
6,2021-06-23,Flamengo,Fortaleza,Flamengo,2,1
6,2021-06-23,Bragantino,Palmeiras,Bragantino,3,1
6,2021-06-23,Atletico-GO,Fluminense,Atletico-GO,1,0
6,2021-06-24,America-MG,Juventude,-,1,1
6,2021-06-24,Corinthians,Sport,Corinthians,2,1
6,2021-06-24,Chapecoense,Internacional,Internacional,1,2
6,2021-06-24,Ceara,Atletico-MG,Ceara,2,1
6,2021-06-24,Gremio,Santos,-,2,2
6,2021-06-24,Bahia,Athletico-PR,Bahia,2,1
7,2021-06-27,Juventude,Flamengo,Juventude,1,0
7,2021-06-27,Fluminense,Corinthians,-,1,1
7,2021-06-27,Athletico-PR,Chapecoense,-,2,2
7,2021-06-27,Gremio,Fortaleza,-,0,0
7,2021-06-27,Palmeiras,Bahia,Palmeiras,3,2
7,2021-06-27,Santos,Atletico-MG,Santos,2,0
7,2021-06-27,America-MG,Internacional,-,1,1
7,2021-06-27,Ceara,Sao Paulo,-,1,1
7,2021-06-27,Sport,Cuiaba,-,0,0
7,2021-06-28,Atletico-GO,Bragantino,Bragantino,0,1
8,2021-06-30,Fluminense,Athletico-PR,Athletico-PR,1,4
8,2021-06-30,Fortaleza,Chapecoense,Fortaleza,3,2
8,2021-06-30,Internacional,Palmeiras,Palmeiras,1,2
8,2021-06-30,Bahia,America-MG,America-MG,3,4
8,2021-06-30,Santos,Sport,-,0,0
8,2021-06-30,Corinthians,Sao Paulo,-,0,0
8,2021-06-30,Juventude,Gremio,Juventude,2,0
8,2021-07-01,Bragantino,Ceara,-,0,0
8,2021-07-01,Atletico-MG,Atletico-GO,Atletico-MG,4,1
8,2021-07-01,Cuiaba,Flamengo,Flamengo,0,2
9,2021-07-03,America-MG,Santos,America-MG,2,0
9,2021-07-03,Athletico-PR,Fortaleza,Athletico-PR,2,1
9,2021-07-03,Corinthians,Internacional,-,1,1
9,2021-07-04,Chapecoense,Bahia,Bahia,0,2
9,2021-07-04,Flamengo,Fluminense,Fluminense,0,1
9,2021-07-04,Sport,Palmeiras,Palmeiras,0,1
9,2021-07-04,Sao Paulo,Bragantino,Bragantino,1,2
9,2021-07-04,Ceara,Juventude,Ceara,2,0
9,2021-07-04,Cuiaba,Atletico-MG,Atletico-MG,0,1
9,2021-07-04,Gremio,Atletico-GO,Atletico-GO,0,1
10,2021-07-06,Santos,Athletico-PR,Santos,2,1
10,2021-07-07,Bahia,Juventude,Bahia,1,0
10,2021-07-07,Bragantino,Cuiaba,-,1,1
10,2021-07-07,Fortaleza,America-MG,Fortaleza,4,0
10,2021-07-07,Palmeiras,Gremio,Palmeiras,2,0
10,2021-07-07,Atletico-MG,Flamengo,Atletico-MG,2,1
10,2021-07-07,Atletico-GO,Sport,-,1,1
10,2021-07-07,Internacional,Sao Paulo,Sao Paulo,0,2
10,2021-07-07,Fluminense,Ceara,-,0,0
10,2021-07-08,Chapecoense,Corinthians,Corinthians,0,1
11,2021-07-10,Palmeiras,Santos,Palmeiras,3,2
11,2021-07-10,Gremio,Internacional,-,0,0
11,2021-07-10,Athletico-PR,Bragantino,-,2,2
11,2021-07-10,Sao Paulo,Bahia,Sao Paulo,1,0
11,2021-07-10,Sport,Fluminense,Fluminense,1,2
11,2021-07-10,America-MG,Atletico-MG,Atletico-MG,0,1
11,2021-07-11,Juventude,Atletico-GO,-,1,1
11,2021-07-11,Cuiaba,Ceara,-,2,2
11,2021-07-11,Flamengo,Chapecoense,Flamengo,2,1
11,2021-07-11,Fortaleza,Corinthians,Fortaleza,1,0
12,2021-07-17,Ceara,Athletico-PR,Ceara,1,0
12,2021-07-17,Sao Paulo,Fortaleza,Fortaleza,0,1
12,2021-07-17,Corinthians,Atletico-MG,Atletico-MG,1,2
12,2021-07-17,Fluminense,Gremio,Gremio,0,1
12,2021-07-18,Chapecoense,Cuiaba,Cuiaba,2,3
12,2021-07-18,Atletico-GO,Palmeiras,Palmeiras,0,3
12,2021-07-18,Bahia,Flamengo,Flamengo,0,5
12,2021-07-18,Bragantino,Santos,-,2,2
12,2021-07-18,Internacional,Juventude,Internacional,1,0
12,2021-07-19,America-MG,Sport,Sport,0,1
3,2021-07-21,Cuiaba,Atletico-GO,Cuiaba,2,1
13,2021-07-24,Gremio,America-MG,-,1,1
13,2021-07-24,Palmeiras,Fluminense,Palmeiras,1,0
13,2021-07-25,Atletico-MG,Bahia,Atletico-MG,3,0
13,2021-07-25,Flamengo,Sao Paulo,Flamengo,5,1
13,2021-07-25,Fortaleza,Bragantino,Fortaleza,1,0
13,2021-07-25,Santos,Atletico-GO,Atletico-GO,0,1
13,2021-07-25,Athletico-PR,Internacional,Athletico-PR,2,1
13,2021-07-25,Sport,Ceara,-,0,0
13,2021-07-26,Juventude,Chapecoense,Juventude,1,0
13,2021-07-26,Cuiaba,Corinthians,Corinthians,1,2
14,2021-07-31,Sao Paulo,Palmeiras,-,0,0
14,2021-07-31,Internacional,Cuiaba,-,0,0
14,2021-07-31,Bragantino,Gremio,Bragantino,1,0
14,2021-08-01,Corinthians,Flamengo,Flamengo,1,3
14,2021-08-01,Atletico-MG,Athletico-PR,Atletico-MG,2,0
14,2021-08-01,Chapecoense,Santos,Santos,0,1
14,2021-08-01,Bahia,Sport,Sport,0,1
14,2021-08-01,Atletico-GO,America-MG,-,1,1
14,2021-08-01,Ceara,Fortaleza,Ceara,3,1
15,2021-08-06,Sport,Bragantino,-,0,0
15,2021-08-07,Athletico-PR,Sao Paulo,Sao Paulo,1,2
15,2021-08-07,Palmeiras,Fortaleza,Fortaleza,2,3
15,2021-08-07,Cuiaba,Bahia,-,1,1
15,2021-08-08,Santos,Corinthians,-,0,0
15,2021-08-08,Juventude,Atletico-MG,Atletico-MG,1,2
15,2021-08-08,America-MG,Fluminense,America-MG,1,0
15,2021-08-08,Ceara,Atletico-GO,-,0,0
15,2021-08-08,Flamengo,Internacional,Internacional,0,4
15,2021-08-09,Gremio,Chapecoense,Gremio,2,1
16,2021-08-14,Bragantino,Juventude,Juventude,1,2
16,2021-08-14,Atletico-MG,Palmeiras,Atletico-MG,2,0
16,2021-08-14,Sao Paulo,Gremio,Sao Paulo,2,1
16,2021-08-15,Flamengo,Sport,Flamengo,2,0
16,2021-08-15,Corinthians,Ceara,Corinthians,3,1
16,2021-08-15,Cuiaba,Athletico-PR,Cuiaba,1,0
16,2021-08-15,Bahia,Atletico-GO,Atletico-GO,1,2
16,2021-08-15,Fortaleza,Santos,-,1,1
16,2021-08-15,Internacional,Fluminense,Internacional,4,2
16,2021-08-16,Chapecoense,America-MG,-,1,1
5,2021-08-18,Cuiaba,Gremio,Gremio,0,1
17,2021-08-21,Atletico-GO,Chapecoense,-,1,1
17,2021-08-21,Gremio,Bahia,Gremio,2,0
17,2021-08-21,Juventude,Fortaleza,-,1,1
17,2021-08-22,Palmeiras,Cuiaba,Cuiaba,0,2
17,2021-08-22,Athletico-PR,Corinthians,Corinthians,0,1
17,2021-08-22,Ceara,Flamengo,-,1,1
17,2021-08-22,Santos,Internacional,-,2,2
17,2021-08-22,Sport,Sao Paulo,Sao Paulo,0,1
17,2021-08-23,Fluminense,Atletico-MG,-,1,1
17,2021-08-23,America-MG,Bragantino,Bragantino,0,2
18,2021-08-28,Sport,Chapecoense,-,0,0
18,2021-08-28,Santos,Flamengo,Flamengo,0,4
18,2021-08-28,Gremio,Corinthians,Corinthians,0,1
18,2021-08-28,Palmeiras,Athletico-PR,Palmeiras,2,1
18,2021-08-29,America-MG,Ceara,America-MG,2,0
18,2021-08-29,Juventude,Sao Paulo,-,1,1
18,2021-08-29,Atletico-GO,Internacional,-,0,0
18,2021-08-29,Bragantino,Atletico-MG,-,1,1
18,2021-08-30,Fluminense,Bahia,Fluminense,2,0
18,2021-08-30,Fortaleza,Cuiaba,-,0,0
14,2021-09-02,Fluminense,Juventude,-,1,1
19,2021-09-04,Bahia,Fortaleza,Bahia,4,2
19,2021-09-04,Cuiaba,Santos,Cuiaba,2,1
19,2021-09-05,Athletico-PR,Sport,-,0,0
19,2021-09-07,Corinthians,Juventude,-,1,1
19,2021-09-07,Chapecoense,Fluminense,Fluminense,1,2
20,2021-09-11,America-MG,Athletico-PR,America-MG,2,0
20,2021-09-11,Juventude,Cuiaba,Cuiaba,1,2
20,2021-09-11,Bragantino,Chapecoense,Chapecoense,1,2
20,2021-09-11,Santos,Bahia,-,0,0
20,2021-09-12,Gremio,Ceara,Gremio,2,0
20,2021-09-12,Palmeiras,Flamengo,Flamengo,1,3
20,2021-09-12,Fortaleza,Atletico-MG,Atletico-MG,0,2
20,2021-09-12,Atletico-GO,Corinthians,-,1,1
20,2021-09-12,Fluminense,Sao Paulo,Fluminense,2,1
20,2021-09-13,Sport,Internacional,Internacional,0,1
21,2021-09-18,Chapecoense,Palmeiras,Palmeiras,0,2
21,2021-09-18,Athletico-PR,Juventude,Athletico-PR,2,1
21,2021-09-18,Atletico-MG,Sport,Atletico-MG,3,0
21,2021-09-18,Ceara,Santos,-,0,0
21,2021-09-18,Bahia,Bragantino,-,1,1
21,2021-09-19,Internacional,Fortaleza,Internacional,1,0
21,2021-09-19,Sao Paulo,Atletico-GO,Sao Paulo,2,1
21,2021-09-19,Corinthians,America-MG,-,1,1
21,2021-09-19,Flamengo,Gremio,Gremio,0,1
21,2021-09-20,Cuiaba,Fluminense,-,2,2
19,2021-09-22,Sao Paulo,America-MG,-,0,0
22,2021-09-25,Ceara,Chapecoense,Ceara,1,0
22,2021-09-25,Corinthians,Palmeiras,Corinthians,2,1
22,2021-09-25,Sao Paulo,Atletico-MG,-,0,0
22,2021-09-26,America-MG,Flamengo,-,1,1
22,2021-09-26,Internacional,Bahia,Internacional,2,0
22,2021-09-26,Fluminense,Bragantino,Fluminense,2,1
22,2021-09-26,Juventude,Santos,Juventude,3,0
22,2021-09-26,Athletico-PR,Gremio,Athletico-PR,4,2
